,emb1_scaled,emb2_scaled,Timestamp,Compound,Compound_Concentration,Growth_Condition_Binary
80,0.56223345,0.29326686,8.733333333333333,2AD5Cl-3Cl,0.01,1
81,0.61565423,0.38538194,8.733333333333333,2AD5Cl-3Cl,0.1,0
82,0.69352525,0.3227009,8.733333333333333,2AD5Cl-3Cl,0.1,0
83,0.53202254,0.1648792,8.733333333333333,2AD5Cl-3Cl,0.1,0
84,0.6279021,0.14984408,8.733333333333333,2AD5Cl-3Cl,0.1,0
85,0.7365296,0.3188566,8.733333333333333,2AD5Cl-3Cl,0.1,0
86,0.6730925,0.23228213,8.733333333333333,2AD5Cl-3Cl,0.1,0
87,0.7312703,0.28400388,8.733333333333333,2AD5Cl-3Cl,0.1,0
88,0.7321075,0.14051706,8.733333333333333,2AD5Cl-3Cl,0.1,0
89,0.57707703,0.27520016,8.733333333333333,2AD5Cl-3Cl,0.1,0
90,0.68883,0.23961203,8.733333333333333,2AD5Cl-3Cl,0.1,0
91,0.48386958,0.19724125,8.733333333333333,2AD5Cl-3Cl,0.1,0
92,0.5968151,0.15836066,8.733333333333333,2AD5Cl-3Cl,0.1,0
93,0.6663548,0.30270848,8.733333333333333,2AD5Cl-3Cl,0.1,0
94,0.67871135,0.26027668,8.733333333333333,2AD5Cl-3Cl,0.1,0
95,0.70669234,0.18202697,8.733333333333333,2AD5Cl-3Cl,0.1,0
96,0.5011818,0.36834553,8.733333333333333,2AD5Cl-3Cl,0.1,0
97,0.6259436,0.24087535,8.733333333333333,2AD5Cl-3Cl,0.1,0
98,0.5187637,0.1817254,8.733333333333333,2AD5Cl-3Cl,0.1,0
99,0.52239245,0.13216752,8.733333333333333,2AD5Cl-3Cl,0.1,0
100,0.5328144,0.2965809,8.733333333333333,2AD5Cl-3Cl,0.1,0
101,0.8076636,0.23808615,8.733333333333333,2AD5Cl-3Cl,0.1,0
102,0.74260676,0.19133711,8.733333333333333,2AD5Cl-3Cl,0.1,0
103,0.7193548,0.3269641,8.733333333333333,2AD5Cl-3Cl,0.1,0
104,0.50087553,0.23871073,8.733333333333333,2AD5Cl-3Cl,0.1,0
105,0.57682467,0.2100823,8.733333333333333,2AD5Cl-3Cl,0.1,0
106,0.5204974,0.30314493,8.733333333333333,2AD5Cl-3Cl,0.1,0
107,0.4961054,0.15723482,8.733333333333333,2AD5Cl-3Cl,0.1,0
108,0.4206333,0.25866503,8.733333333333333,2AD5Cl-3Cl,0.1,0
109,0.7451527,0.31563914,8.733333333333333,2AD5Cl-3Cl,0.1,0
110,0.4836489,0.35317767,8.733333333333333,2AD5Cl-3Cl,0.1,0
111,0.4742457,0.3434206,8.733333333333333,2AD5Cl-3Cl,0.1,0
112,0.5554221,0.3994232,8.733333333333333,2AD5Cl-3Cl,0.1,0
113,0.4971146,0.32239628,8.733333333333333,2AD5Cl-3Cl,0.1,0
114,0.5619337,0.21313722,8.733333333333333,2AD5Cl-3Cl,0.1,0
115,0.546462,0.41480285,8.733333333333333,2AD5Cl-3Cl,0.1,0
116,0.5681834,0.2615255,8.733333333333333,2AD5Cl-3Cl,0.1,0
117,0.5870139,0.27376458,8.733333333333333,2AD5Cl-3Cl,0.1,0
118,0.3977714,0.38900903,8.733333333333333,2AD5Cl-3Cl,0.1,0
119,0.602979,0.3647238,8.733333333333333,2AD5Cl-3Cl,0.1,0
120,0.4243767,0.4377215,8.733333333333333,2AD5Cl-3Cl,0.1,0
121,0.34693462,0.46760044,8.733333333333333,2AD5Cl-3Cl,0.1,0
122,0.6117878,0.20053118,8.733333333333333,2AD5Cl-3Cl,0.1,0
123,0.47784287,0.28559488,8.733333333333333,2AD5Cl-3Cl,0.1,0
124,0.6624856,0.23904978,8.733333333333333,2AD5Cl-3Cl,0.1,0
125,0.58327705,0.374131,8.733333333333333,2AD5Cl-3Cl,0.1,0
126,0.59777063,0.39029846,8.733333333333333,2AD5Cl-3Cl,0.1,1
127,0.73598754,0.4413362,8.733333333333333,2AD5Cl-3Cl,0.1,1
128,0.58865637,0.42319143,8.733333333333333,2AD5Cl-3Cl,0.1,1
129,0.6741298,0.3870905,8.733333333333333,2AD5Cl-3Cl,0.1,1
130,0.64650947,0.3956715,8.733333333333333,2AD5Cl-3Cl,0.1,1
131,0.468042,0.3721981,8.733333333333333,2AD5Cl-3Cl,0.1,1
132,0.5762298,0.2788328,8.733333333333333,2AD5Cl-3Cl,0.1,1
133,0.48651734,0.39723307,8.733333333333333,2AD5Cl-3Cl,0.1,1
134,0.6885521,0.34512144,8.733333333333333,2AD5Cl-3Cl,0.1,1
135,0.44067973,0.32163328,8.733333333333333,2AD5Cl-3Cl,0.1,1
136,0.52107674,0.37683675,8.733333333333333,2AD5Cl-3Cl,0.1,1
137,0.40617746,0.4751569,8.733333333333333,2AD5Cl-3Cl,0.1,1
138,0.5714119,0.68222463,8.733333333333333,2AD5Cl-3Cl,0.1,1
139,0.46017763,0.4953235,8.733333333333333,2AD5Cl-3Cl,0.1,1
140,0.59061307,0.3855958,8.733333333333333,2AD5Cl-3Cl,0.1,1
141,0.40452105,0.45889217,8.733333333333333,2AD5Cl-3Cl,0.1,1
142,0.58038116,0.48680195,8.733333333333333,2AD5Cl-3Cl,0.1,1
143,0.46991897,0.46854275,8.733333333333333,2AD5Cl-3Cl,0.1,1
144,0.5369427,0.5469675,8.733333333333333,2AD5Cl-3Cl,0.1,1
145,0.46670222,0.3502278,8.733333333333333,2AD5Cl-3Cl,0.1,1
146,0.60713154,0.31499434,8.733333333333333,2AD5Cl-3Cl,0.1,1
147,0.38726085,0.55107164,8.733333333333333,2AD5Cl-3Cl,0.1,1
148,0.54914635,0.36062902,8.733333333333333,2AD5Cl-3Cl,0.1,1
149,0.60622895,0.33794156,8.733333333333333,2AD5Cl-3Cl,0.1,1
150,0.60678667,0.48976496,8.733333333333333,2AD5Cl-3Cl,0.1,1
151,0.40827775,0.439342,8.733333333333333,2AD5Cl-3Cl,0.1,1
152,0.43804443,0.4067275,8.733333333333333,2AD5Cl-3Cl,0.1,1
153,0.57064927,0.3877811,8.733333333333333,2AD5Cl-3Cl,0.1,1
154,0.54824144,0.36739436,8.733333333333333,2AD5Cl-3Cl,0.1,1
155,0.8322775,0.393817,8.733333333333333,2AD5Cl-3Cl,1.0,0
156,0.5680386,0.35295644,8.733333333333333,2AD5Cl-3Cl,1.0,0
157,0.72597295,0.39773768,8.733333333333333,2AD5Cl-3Cl,1.0,0
158,0.5062444,0.25516635,8.733333333333333,2AD5Cl-3Cl,1.0,0
159,0.6910768,0.2666279,8.733333333333333,2AD5Cl-3Cl,1.0,0
160,0.63394666,0.32248613,8.733333333333333,2AD5Cl-3Cl,1.0,0
161,0.7345735,0.26195687,8.733333333333333,2AD5Cl-3Cl,1.0,0
162,0.6853761,0.39466536,8.733333333333333,2AD5Cl-3Cl,1.0,0
163,0.6419903,0.40034965,8.733333333333333,2AD5Cl-3Cl,1.0,0
164,0.7024394,0.23700167,8.733333333333333,2AD5Cl-3Cl,1.0,0
165,0.7108397,0.2684905,8.733333333333333,2AD5Cl-3Cl,1.0,0
166,0.581079,0.15273649,8.733333333333333,2AD5Cl-3Cl,1.0,0
167,0.54071105,0.41786787,8.733333333333333,2AD5Cl-3Cl,1.0,0
168,0.7067119,0.16230667,8.733333333333333,2AD5Cl-3Cl,1.0,0
169,0.52658975,0.21256477,8.733333333333333,2AD5Cl-3Cl,1.0,0
170,0.6359737,0.3719526,8.733333333333333,2AD5Cl-3Cl,1.0,0
171,0.6145714,0.352702,8.733333333333333,2AD5Cl-3Cl,1.0,0
172,0.40730762,0.42232144,8.733333333333333,2AD5Cl-3Cl,1.0,0
173,0.53758556,0.28050292,8.733333333333333,2AD5Cl-3Cl,1.0,0
174,0.573519,0.14563116,8.733333333333333,2AD5Cl-3Cl,1.0,0
175,0.719352,0.24265744,8.733333333333333,2AD5Cl-3Cl,1.0,0
176,0.5797333,0.24147913,8.733333333333333,2AD5Cl-3Cl,1.0,0
177,0.5417664,0.28560048,8.733333333333333,2AD5Cl-3Cl,1.0,0
178,0.5663028,0.33087844,8.733333333333333,2AD5Cl-3Cl,1.0,0
179,0.5006559,0.40355983,8.733333333333333,2AD5Cl-3Cl,1.0,0
180,0.47177616,0.35128096,8.733333333333333,2AD5Cl-3Cl,1.0,0
181,0.56992954,0.2766685,8.733333333333333,2AD5Cl-3Cl,1.0,0
182,0.49242207,0.13162246,8.733333333333333,2AD5Cl-3Cl,1.0,0
183,0.6499235,0.29010594,8.733333333333333,2AD5Cl-3Cl,1.0,0
184,0.43916896,0.30591035,8.733333333333333,2AD5Cl-3Cl,1.0,0
185,0.3812115,0.35373127,8.733333333333333,2AD5Cl-3Cl,1.0,0
186,0.535221,0.390674,8.733333333333333,2AD5Cl-3Cl,1.0,0
187,0.5932266,0.2914998,8.733333333333333,2AD5Cl-3Cl,1.0,0
188,0.6295173,0.24270542,8.733333333333333,2AD5Cl-3Cl,1.0,0
189,0.45672408,0.2486005,8.733333333333333,2AD5Cl-3Cl,1.0,0
190,0.43769646,0.30139962,8.733333333333333,2AD5Cl-3Cl,1.0,0
191,0.75469375,0.3285682,8.733333333333333,2AD5Cl-3Cl,1.0,0
192,0.51118284,0.44584087,8.733333333333333,2AD5Cl-3Cl,1.0,0
193,0.42547366,0.41746652,8.733333333333333,2AD5Cl-3Cl,1.0,0
194,0.41020146,0.42134717,8.733333333333333,2AD5Cl-3Cl,1.0,0
195,0.55873746,0.41642612,8.733333333333333,2AD5Cl-3Cl,1.0,0
196,0.76949465,0.47395092,8.733333333333333,2AD5Cl-3Cl,1.0,0
197,0.64535224,0.35265902,8.733333333333333,2AD5Cl-3Cl,1.0,0
198,0.6827983,0.41756493,8.733333333333333,2AD5Cl-3Cl,1.0,1
199,0.33052233,0.29124078,8.733333333333333,2AD5Cl-3Cl,1.0,1
200,0.64140904,0.2240927,8.733333333333333,2AD5Cl-3Cl,1.0,1
201,0.7145537,0.1881181,8.733333333333333,2AD5Cl-3Cl,1.0,1
202,0.56030166,0.3217672,8.733333333333333,2AD5Cl-3Cl,1.0,1
203,0.6154419,0.4349356,8.733333333333333,2AD5Cl-3Cl,1.0,1
204,0.50409687,0.25121868,8.733333333333333,2AD5Cl-3Cl,1.0,1
205,0.45328942,0.35649624,8.733333333333333,2AD5Cl-3Cl,1.0,1
206,0.6548318,0.20443822,8.733333333333333,2AD5Cl-3Cl,1.0,1
207,0.6638095,0.14403582,8.733333333333333,2AD5Cl-3Cl,1.0,1
208,0.5347798,0.2634775,8.733333333333333,2AD5Cl-3Cl,1.0,1
209,0.43857336,0.28913474,8.733333333333333,2AD5Cl-3Cl,1.0,1
210,0.48605704,0.3142913,8.733333333333333,2AD5Cl-3Cl,1.0,1
211,0.6647316,0.30958375,8.733333333333333,2AD5Cl-3Cl,1.0,1
212,0.59008527,0.2729944,8.733333333333333,2AD5Cl-3Cl,1.0,1
213,0.6508895,0.1688936,8.733333333333333,2AD5Cl-3Cl,1.0,1
214,0.4388474,0.20343406,8.733333333333333,2AD5Cl-3Cl,1.0,1
215,0.5879926,0.37204346,8.733333333333333,2AD5Cl-3Cl,1.0,1
216,0.45014378,0.27020714,8.733333333333333,2AD5Cl-3Cl,1.0,1
217,0.44920838,0.33942604,8.733333333333333,2AD5Cl-3Cl,1.0,1
218,0.47510433,0.29408935,8.733333333333333,2AD5Cl-3Cl,1.0,1
219,0.6372539,0.33253878,8.733333333333333,2AD5Cl-3Cl,1.0,1
220,0.62220126,0.3512228,8.733333333333333,2AD5Cl-3Cl,1.0,1
221,0.5141179,0.463986,8.733333333333333,2AD5Cl-3Cl,1.0,1
222,0.5201746,0.23662205,8.733333333333333,2AD5Cl-3Cl,1.0,1
223,0.69307554,0.28568688,8.733333333333333,2AD5Cl-3Cl,1.0,1
224,0.5791687,0.36370763,8.733333333333333,2AD5Cl-3Cl,1.0,1
225,0.57545507,0.28746524,8.733333333333333,2AD5Cl-3Cl,1.0,1
226,0.6135652,0.40142542,8.733333333333333,2AD5Cl-3Cl,1.0,1
227,0.54602337,0.35747382,8.733333333333333,2AD5Cl-3Cl,1.0,1
228,0.51745236,0.45720008,8.733333333333333,2AD5Cl-3Cl,1.0,1
229,0.4951297,0.45674857,8.733333333333333,2AD5Cl-3Cl,10.0,0
230,0.5980893,0.4320309,8.733333333333333,2AD5Cl-3Cl,10.0,0
231,0.6519701,0.2504007,8.733333333333333,2AD5Cl-3Cl,10.0,0
232,0.6480887,0.23627067,8.733333333333333,2AD5Cl-3Cl,10.0,0
233,0.7570201,0.28326908,8.733333333333333,2AD5Cl-3Cl,10.0,0
234,0.79733527,0.2653983,8.733333333333333,2AD5Cl-3Cl,10.0,0
235,0.79783344,0.21208553,8.733333333333333,2AD5Cl-3Cl,10.0,0
236,0.69222605,0.3730261,8.733333333333333,2AD5Cl-3Cl,10.0,0
237,0.55062056,0.33377546,8.733333333333333,2AD5Cl-3Cl,10.0,0
238,0.5480814,0.34509814,8.733333333333333,2AD5Cl-3Cl,10.0,0
239,0.6628319,0.30900782,8.733333333333333,2AD5Cl-3Cl,10.0,0
240,0.6324258,0.22489755,8.733333333333333,2AD5Cl-3Cl,10.0,0
241,0.66329473,0.32870966,8.733333333333333,2AD5Cl-3Cl,10.0,0
242,0.747149,0.1612272,8.733333333333333,2AD5Cl-3Cl,10.0,0
243,0.7263272,0.2617649,8.733333333333333,2AD5Cl-3Cl,10.0,0
244,0.56139517,0.31596214,8.733333333333333,2AD5Cl-3Cl,10.0,0
245,0.5179908,0.44077188,8.733333333333333,2AD5Cl-3Cl,10.0,0
246,0.50903857,0.3322294,8.733333333333333,2AD5Cl-3Cl,10.0,0
247,0.6685935,0.32747957,8.733333333333333,2AD5Cl-3Cl,10.0,0
248,0.6444531,0.1715666,8.733333333333333,2AD5Cl-3Cl,10.0,0
249,0.7206907,0.29563823,8.733333333333333,2AD5Cl-3Cl,10.0,0
250,0.72400486,0.22273354,8.733333333333333,2AD5Cl-3Cl,10.0,0
251,0.61182904,0.32979038,8.733333333333333,2AD5Cl-3Cl,10.0,0
252,0.5270581,0.2992764,8.733333333333333,2AD5Cl-3Cl,10.0,0
253,0.52877355,0.39658147,8.733333333333333,2AD5Cl-3Cl,10.0,0
254,0.74774206,0.23268355,8.733333333333333,2AD5Cl-3Cl,10.0,0
255,0.5841262,0.3779606,8.733333333333333,2AD5Cl-3Cl,10.0,0
256,0.6563833,0.39933807,8.733333333333333,2AD5Cl-3Cl,10.0,0
257,0.5112165,0.3653201,8.733333333333333,2AD5Cl-3Cl,10.0,0
258,0.744944,0.24103324,8.733333333333333,2AD5Cl-3Cl,10.0,0
259,0.59996027,0.22675303,8.733333333333333,2AD5Cl-3Cl,10.0,0
260,0.5483715,0.38331124,8.733333333333333,2AD5Cl-3Cl,10.0,0
261,0.56911844,0.22000149,8.733333333333333,2AD5Cl-3Cl,10.0,0
262,0.640613,0.14464796,8.733333333333333,2AD5Cl-3Cl,10.0,0
263,0.57949066,0.29951996,8.733333333333333,2AD5Cl-3Cl,10.0,0
264,0.5464928,0.2932241,8.733333333333333,2AD5Cl-3Cl,10.0,0
265,0.64506936,0.24861526,8.733333333333333,2AD5Cl-3Cl,10.0,0
266,0.58674175,0.19887778,8.733333333333333,2AD5Cl-3Cl,10.0,0
267,0.48482212,0.48356277,8.733333333333333,2AD5Cl-3Cl,10.0,0
268,0.5767181,0.40964314,8.733333333333333,2AD5Cl-3Cl,10.0,0
269,0.629056,0.29502365,8.733333333333333,2AD5Cl-3Cl,10.0,0
270,0.40584797,0.33977202,8.733333333333333,2AD5Cl-3Cl,10.0,0
271,0.45767704,0.33622587,8.733333333333333,2AD5Cl-3Cl,10.0,0
272,0.5545479,0.35141551,8.733333333333333,2AD5Cl-3Cl,10.0,0
273,0.6853986,0.34059364,8.733333333333333,2AD5Cl-3Cl,10.0,0
274,0.48991287,0.502769,8.733333333333333,2AD5Cl-3Cl,10.0,1
275,0.5931263,0.32704535,8.733333333333333,2AD5Cl-3Cl,10.0,1
276,0.5726995,0.2049654,8.733333333333333,2AD5Cl-3Cl,10.0,1
277,0.50124377,0.4309589,8.733333333333333,2AD5Cl-3Cl,10.0,1
278,0.7258383,0.34185633,8.733333333333333,2AD5Cl-3Cl,10.0,1
279,0.51669925,0.29513818,8.733333333333333,2AD5Cl-3Cl,10.0,1
280,0.5269896,0.3365934,8.733333333333333,2AD5Cl-3Cl,10.0,1
281,0.5190973,0.3633166,8.733333333333333,2AD5Cl-3Cl,10.0,1
282,0.6484035,0.2747059,8.733333333333333,2AD5Cl-3Cl,10.0,1
283,0.5239659,0.33253485,8.733333333333333,2AD5Cl-3Cl,10.0,1
284,0.6030102,0.39990163,8.733333333333333,2AD5Cl-3Cl,10.0,1
285,0.435959,0.52080524,8.733333333333333,2AD5Cl-3Cl,10.0,1
286,0.33052737,0.32675326,8.733333333333333,2AD5Cl-3Cl,10.0,1
287,0.45728862,0.44346663,8.733333333333333,2AD5Cl-3Cl,10.0,1
288,0.46334812,0.3588801,8.733333333333333,2AD5Cl-3Cl,10.0,1
289,0.7545731,0.39452282,8.733333333333333,2AD5Cl-3Cl,10.0,1
290,0.6200644,0.29618692,8.733333333333333,2AD5Cl-3Cl,10.0,1
291,0.5770573,0.44925004,8.733333333333333,2AD5Cl-3Cl,10.0,1
292,0.42520005,0.40594116,8.733333333333333,2AD5Cl-3Cl,10.0,1
293,0.6711652,0.3029855,8.733333333333333,2AD5Cl-3Cl,10.0,1
294,0.49554294,0.3220183,8.733333333333333,2AD5Cl-3Cl,10.0,1
295,0.30623806,0.24937853,8.733333333333333,2AD5Cl-3Cl,10.0,1
296,0.5543993,0.36839944,8.733333333333333,2AD5Cl-3Cl,10.0,1
297,0.5430816,0.32499224,8.733333333333333,2AD5Cl-3Cl,10.0,1
298,0.6442346,0.25786334,8.733333333333333,2AD5Cl-3Cl,10.0,1
299,0.5280628,0.42070425,8.733333333333333,2AD.5OMe-3Cl,0.01,0
300,0.5315366,0.25657928,8.733333333333333,2AD.5OMe-3Cl,0.01,0
301,0.67278934,0.24767907,8.733333333333333,2AD.5OMe-3Cl,0.01,0
302,0.72893476,0.26512557,8.733333333333333,2AD.5OMe-3Cl,0.01,0
303,0.633467,0.27955383,8.733333333333333,2AD.5OMe-3Cl,0.01,0
304,0.76557606,0.26599336,8.733333333333333,2AD.5OMe-3Cl,0.01,0
305,0.58011466,0.3387662,8.733333333333333,2AD.5OMe-3Cl,0.01,0
306,0.7127316,0.23946558,8.733333333333333,2AD.5OMe-3Cl,0.01,0
307,0.5733336,0.34511575,8.733333333333333,2AD.5OMe-3Cl,0.01,0
308,0.5246993,0.19988164,8.733333333333333,2AD.5OMe-3Cl,0.01,0
309,0.70214534,0.3333376,8.733333333333333,2AD.5OMe-3Cl,0.01,0
310,0.6662678,0.19408058,8.733333333333333,2AD.5OMe-3Cl,0.01,0
311,0.40741226,0.31596947,8.733333333333333,2AD.5OMe-3Cl,0.01,0
312,0.74040496,0.30336827,8.733333333333333,2AD.5OMe-3Cl,0.01,0
313,0.6734586,0.25479925,8.733333333333333,2AD.5OMe-3Cl,0.01,0
314,0.53121847,0.29397783,8.733333333333333,2AD.5OMe-3Cl,0.01,0
315,0.5901728,0.2813111,8.733333333333333,2AD.5OMe-3Cl,0.01,0
316,0.6779295,0.17023021,8.733333333333333,2AD.5OMe-3Cl,0.01,0
317,0.59925735,0.33939743,8.733333333333333,2AD.5OMe-3Cl,0.01,0
318,0.5847267,0.2561409,8.733333333333333,2AD.5OMe-3Cl,0.01,0
319,0.6912654,0.10866925,8.733333333333333,2AD.5OMe-3Cl,0.01,0
320,0.7461722,0.24040103,8.733333333333333,2AD.5OMe-3Cl,0.01,0
321,0.7127133,0.1715067,8.733333333333333,2AD.5OMe-3Cl,0.01,0
322,0.52178663,0.3144569,8.733333333333333,2AD.5OMe-3Cl,0.01,0
323,0.59101653,0.32124263,8.733333333333333,2AD.5OMe-3Cl,0.01,0
324,0.53514874,0.36102277,8.733333333333333,2AD.5OMe-3Cl,0.01,0
325,0.4495169,0.27229357,8.733333333333333,2AD.5OMe-3Cl,0.01,0
326,0.45611882,0.22754481,8.733333333333333,2AD.5OMe-3Cl,0.01,0
327,0.76821756,0.15345472,8.733333333333333,2AD.5OMe-3Cl,0.01,0
328,0.7282084,0.17969336,8.733333333333333,2AD.5OMe-3Cl,0.01,0
329,0.78331226,0.1645419,8.733333333333333,2AD.5OMe-3Cl,0.01,0
330,0.52498996,0.3592074,8.733333333333333,2AD.5OMe-3Cl,0.01,0
331,0.51868516,0.3710313,8.733333333333333,2AD.5OMe-3Cl,0.01,0
332,0.6064975,0.2509044,8.733333333333333,2AD.5OMe-3Cl,0.01,0
333,0.47951302,0.34137946,8.733333333333333,2AD.5OMe-3Cl,0.01,0
334,0.5724853,0.22843105,8.733333333333333,2AD.5OMe-3Cl,0.01,0
335,0.7002279,0.22752419,8.733333333333333,2AD.5OMe-3Cl,0.01,0
336,0.49606788,0.3289148,8.733333333333333,2AD.5OMe-3Cl,0.01,0
337,0.7015579,0.28614193,8.733333333333333,2AD.5OMe-3Cl,0.01,0
