,emb1_scaled,emb2_scaled,Timestamp,Compound,Compound_Concentration,Growth_Condition_Binary
117,0.05782467,0.5442271,8.733333333333333,2AD5Cl-3Cl,0.1,0
118,0.1193195,0.24492647,8.733333333333333,2AD5Cl-3Cl,0.1,0
119,0.22005153,0.15238334,8.733333333333333,2AD5Cl-3Cl,0.1,0
120,0.25378492,0.12591687,8.733333333333333,2AD5Cl-3Cl,0.1,0
121,0.10461849,0.24863976,8.733333333333333,2AD5Cl-3Cl,0.1,0
122,0.02391988,0.53159046,8.733333333333333,2AD5Cl-3Cl,0.1,0
123,0.24432683,0.13036513,8.733333333333333,2AD5Cl-3Cl,0.1,0
124,0.1848428,0.60954916,8.733333333333333,2AD5Cl-3Cl,0.1,0
125,0.050059676,0.5265516,8.733333333333333,2AD5Cl-3Cl,0.1,0
126,0.10116187,0.26926762,8.733333333333333,2AD5Cl-3Cl,0.1,1
127,0.116224855,0.24148703,8.733333333333333,2AD5Cl-3Cl,0.1,1
128,0.036533594,0.33249998,8.733333333333333,2AD5Cl-3Cl,0.1,1
129,0.09561172,0.25760895,8.733333333333333,2AD5Cl-3Cl,0.1,1
130,0.17523,0.19048506,8.733333333333333,2AD5Cl-3Cl,0.1,1
131,0.21819085,0.15178446,8.733333333333333,2AD5Cl-3Cl,0.1,1
132,0.23088866,0.14221793,8.733333333333333,2AD5Cl-3Cl,0.1,1
133,0.15051234,0.21111548,8.733333333333333,2AD5Cl-3Cl,0.1,1
134,0.2914944,0.10200307,8.733333333333333,2AD5Cl-3Cl,0.1,1
135,0.2731631,0.11091499,8.733333333333333,2AD5Cl-3Cl,0.1,1
136,0.266672,0.114929944,8.733333333333333,2AD5Cl-3Cl,0.1,1
137,0.2545927,0.12633385,8.733333333333333,2AD5Cl-3Cl,0.1,1
138,0.22020054,0.15366085,8.733333333333333,2AD5Cl-3Cl,0.1,1
139,0.22952679,0.14555307,8.733333333333333,2AD5Cl-3Cl,0.1,1
140,0.09444454,0.56055355,8.733333333333333,2AD5Cl-3Cl,0.1,1
141,0.28002134,0.10704847,8.733333333333333,2AD5Cl-3Cl,0.1,1
142,0.25746346,0.12445085,8.733333333333333,2AD5Cl-3Cl,0.1,1
143,0.27470216,0.110112906,8.733333333333333,2AD5Cl-3Cl,0.1,1
144,0.24972609,0.13099515,8.733333333333333,2AD5Cl-3Cl,0.1,1
145,0.31912917,0.08661619,8.733333333333333,2AD5Cl-3Cl,0.1,1
146,0.1242367,0.2330414,8.733333333333333,2AD5Cl-3Cl,0.1,1
147,0.2885366,0.10575715,8.733333333333333,2AD5Cl-3Cl,0.1,1
148,0.29044926,0.10268408,8.733333333333333,2AD5Cl-3Cl,0.1,1
149,0.28282282,0.10656083,8.733333333333333,2AD5Cl-3Cl,0.1,1
150,0.28505564,0.10518682,8.733333333333333,2AD5Cl-3Cl,0.1,1
151,0.29662418,0.097593635,8.733333333333333,2AD5Cl-3Cl,0.1,1
152,0.277659,0.1075003,8.733333333333333,2AD5Cl-3Cl,0.1,1
153,0.262338,0.11965406,8.733333333333333,2AD5Cl-3Cl,0.1,1
154,0.29075062,0.100758374,8.733333333333333,2AD5Cl-3Cl,0.1,1
155,0.27371186,0.12142736,8.733333333333333,2AD5Cl-3Cl,1.0,0
156,0.03788048,0.5598537,8.733333333333333,2AD5Cl-3Cl,1.0,0
157,0.07156092,0.59852284,8.733333333333333,2AD5Cl-3Cl,1.0,0
158,0.118549794,0.24114498,8.733333333333333,2AD5Cl-3Cl,1.0,0
159,0.027687013,0.37504244,8.733333333333333,2AD5Cl-3Cl,1.0,0
160,0.13951766,0.22511543,8.733333333333333,2AD5Cl-3Cl,1.0,0
161,0.075974226,0.2856493,8.733333333333333,2AD5Cl-3Cl,1.0,0
162,0.27416575,0.12163192,8.733333333333333,2AD5Cl-3Cl,1.0,0
163,0.18477061,0.63673866,8.733333333333333,2AD5Cl-3Cl,1.0,0
164,0.19170806,0.17449959,8.733333333333333,2AD5Cl-3Cl,1.0,0
165,0.42957354,0.60349697,8.733333333333333,2AD5Cl-3Cl,1.0,0
166,0.38494545,0.66241884,8.733333333333333,2AD5Cl-3Cl,1.0,0
167,0.064258724,0.29724246,8.733333333333333,2AD5Cl-3Cl,1.0,0
168,0.1376966,0.22641075,8.733333333333333,2AD5Cl-3Cl,1.0,0
169,0.16984075,0.20275183,8.733333333333333,2AD5Cl-3Cl,1.0,0
170,0.372608,0.74601614,8.733333333333333,2AD5Cl-3Cl,1.0,0
171,0.22341931,0.14724249,8.733333333333333,2AD5Cl-3Cl,1.0,0
172,0.057418823,0.3267778,8.733333333333333,2AD5Cl-3Cl,1.0,0
173,0.14996639,0.6325402,8.733333333333333,2AD5Cl-3Cl,1.0,0
174,0.10303494,0.25665617,8.733333333333333,2AD5Cl-3Cl,1.0,0
175,0.2995745,0.096315175,8.733333333333333,2AD5Cl-3Cl,1.0,0
176,0.2547603,0.12452716,8.733333333333333,2AD5Cl-3Cl,1.0,0
177,0.159141,0.64661574,8.733333333333333,2AD5Cl-3Cl,1.0,0
178,0.41161144,0.62664056,8.733333333333333,2AD5Cl-3Cl,1.0,0
179,0.31074512,0.09216082,8.733333333333333,2AD5Cl-3Cl,1.0,0
180,0.16208261,0.20534526,8.733333333333333,2AD5Cl-3Cl,1.0,0
181,0.25323096,0.1254859,8.733333333333333,2AD5Cl-3Cl,1.0,0
182,0.14603776,0.62106895,8.733333333333333,2AD5Cl-3Cl,1.0,0
183,0.29564857,0.098098576,8.733333333333333,2AD5Cl-3Cl,1.0,0
184,0.29231706,0.10314359,8.733333333333333,2AD5Cl-3Cl,1.0,0
185,0.022816956,0.3901975,8.733333333333333,2AD5Cl-3Cl,1.0,0
186,0.043405414,0.33125308,8.733333333333333,2AD5Cl-3Cl,1.0,0
187,0.036238253,0.36270836,8.733333333333333,2AD5Cl-3Cl,1.0,0
188,0.29549855,0.09866035,8.733333333333333,2AD5Cl-3Cl,1.0,0
189,0.008486509,0.43816286,8.733333333333333,2AD5Cl-3Cl,1.0,0
190,0.13495567,0.6409663,8.733333333333333,2AD5Cl-3Cl,1.0,0
191,0.018305242,0.5104912,8.733333333333333,2AD5Cl-3Cl,1.0,0
192,0.2879358,0.10350558,8.733333333333333,2AD5Cl-3Cl,1.0,0
193,0.21929887,0.1512549,8.733333333333333,2AD5Cl-3Cl,1.0,0
194,0.0045679808,0.4217233,8.733333333333333,2AD5Cl-3Cl,1.0,0
195,0.067816734,0.29115766,8.733333333333333,2AD5Cl-3Cl,1.0,0
196,0.31171715,0.09164426,8.733333333333333,2AD5Cl-3Cl,1.0,0
197,0.15984097,0.6134362,8.733333333333333,2AD5Cl-3Cl,1.0,0
198,0.28682935,0.10646203,8.733333333333333,2AD5Cl-3Cl,1.0,1
199,0.28486592,0.61021423,8.733333333333333,2AD5Cl-3Cl,1.0,1
200,0.15082029,0.21224985,8.733333333333333,2AD5Cl-3Cl,1.0,1
201,0.22409484,0.15068766,8.733333333333333,2AD5Cl-3Cl,1.0,1
202,0.0041220784,0.44058782,8.733333333333333,2AD5Cl-3Cl,1.0,1
203,0.28807676,0.107599795,8.733333333333333,2AD5Cl-3Cl,1.0,1
204,0.23887318,0.13691007,8.733333333333333,2AD5Cl-3Cl,1.0,1
205,0.022577107,0.5203509,8.733333333333333,2AD5Cl-3Cl,1.0,1
206,0.16829228,0.19687985,8.733333333333333,2AD5Cl-3Cl,1.0,1
207,0.108804375,0.24840689,8.733333333333333,2AD5Cl-3Cl,1.0,1
208,0.12366685,0.23560779,8.733333333333333,2AD5Cl-3Cl,1.0,1
209,0.15490788,0.20891117,8.733333333333333,2AD5Cl-3Cl,1.0,1
210,0.28735474,0.10291657,8.733333333333333,2AD5Cl-3Cl,1.0,1
211,0.26292905,0.11834392,8.733333333333333,2AD5Cl-3Cl,1.0,1
212,0.28287807,0.105707765,8.733333333333333,2AD5Cl-3Cl,1.0,1
213,0.22364837,0.14954762,8.733333333333333,2AD5Cl-3Cl,1.0,1
214,0.23928073,0.13459674,8.733333333333333,2AD5Cl-3Cl,1.0,1
215,0.29365346,0.10166189,8.733333333333333,2AD5Cl-3Cl,1.0,1
216,0.24272317,0.13155645,8.733333333333333,2AD5Cl-3Cl,1.0,1
217,0.3025601,0.096267074,8.733333333333333,2AD5Cl-3Cl,1.0,1
218,0.3061909,0.094563544,8.733333333333333,2AD5Cl-3Cl,1.0,1
219,0.1972298,0.17209074,8.733333333333333,2AD5Cl-3Cl,1.0,1
220,0.09444857,0.26310793,8.733333333333333,2AD5Cl-3Cl,1.0,1
221,0.20445433,0.16214426,8.733333333333333,2AD5Cl-3Cl,1.0,1
222,0.010246575,0.45974723,8.733333333333333,2AD5Cl-3Cl,1.0,1
223,0.26359954,0.119571224,8.733333333333333,2AD5Cl-3Cl,1.0,1
224,0.24887183,0.12967844,8.733333333333333,2AD5Cl-3Cl,1.0,1
225,0.18739158,0.18356125,8.733333333333333,2AD5Cl-3Cl,1.0,1
226,0.09038192,0.6275168,8.733333333333333,2AD5Cl-3Cl,1.0,1
227,0.29592785,0.09945056,8.733333333333333,2AD5Cl-3Cl,1.0,1
228,0.1390245,0.22825071,8.733333333333333,2AD5Cl-3Cl,1.0,1
229,0.0634622,0.2992559,8.733333333333333,2AD5Cl-3Cl,10.0,0
230,0.1755501,0.18857469,8.733333333333333,2AD5Cl-3Cl,10.0,0
231,0.29599842,0.100883216,8.733333333333333,2AD5Cl-3Cl,10.0,0
232,0.16097918,0.6221149,8.733333333333333,2AD5Cl-3Cl,10.0,0
233,0.10318166,0.2530198,8.733333333333333,2AD5Cl-3Cl,10.0,0
234,0.08860472,0.2674357,8.733333333333333,2AD5Cl-3Cl,10.0,0
235,0.08555865,0.2752384,8.733333333333333,2AD5Cl-3Cl,10.0,0
236,0.121398956,0.23857911,8.733333333333333,2AD5Cl-3Cl,10.0,0
237,0.11635566,0.621315,8.733333333333333,2AD5Cl-3Cl,10.0,0
238,0.18600929,0.18222669,8.733333333333333,2AD5Cl-3Cl,10.0,0
239,0.030497253,0.40045542,8.733333333333333,2AD5Cl-3Cl,10.0,0
240,0.2596048,0.12135297,8.733333333333333,2AD5Cl-3Cl,10.0,0
241,0.2640803,0.117468536,8.733333333333333,2AD5Cl-3Cl,10.0,0
242,0.2476413,0.12934259,8.733333333333333,2AD5Cl-3Cl,10.0,0
243,0.011291623,0.3981011,8.733333333333333,2AD5Cl-3Cl,10.0,0
244,0.24202326,0.13449039,8.733333333333333,2AD5Cl-3Cl,10.0,0
245,0.019583404,0.52207434,8.733333333333333,2AD5Cl-3Cl,10.0,0
246,0.21372506,0.15752429,8.733333333333333,2AD5Cl-3Cl,10.0,0
247,0.25880313,0.12280573,8.733333333333333,2AD5Cl-3Cl,10.0,0
248,0.25567892,0.124479696,8.733333333333333,2AD5Cl-3Cl,10.0,0
249,0.0057601333,0.47373962,8.733333333333333,2AD5Cl-3Cl,10.0,0
250,0.24414784,0.13218024,8.733333333333333,2AD5Cl-3Cl,10.0,0
251,0.27010295,0.11304122,8.733333333333333,2AD5Cl-3Cl,10.0,0
252,0.27497047,0.11026336,8.733333333333333,2AD5Cl-3Cl,10.0,0
253,0.30147594,0.09866202,8.733333333333333,2AD5Cl-3Cl,10.0,0
254,0.019179821,0.40002397,8.733333333333333,2AD5Cl-3Cl,10.0,0
255,0.27465758,0.1115495,8.733333333333333,2AD5Cl-3Cl,10.0,0
256,0.21163592,0.15726405,8.733333333333333,2AD5Cl-3Cl,10.0,0
257,0.11771634,0.65121794,8.733333333333333,2AD5Cl-3Cl,10.0,0
258,0.3910226,0.6667751,8.733333333333333,2AD5Cl-3Cl,10.0,0
259,0.07968786,0.30720145,8.733333333333333,2AD5Cl-3Cl,10.0,0
260,0.18395123,0.18815398,8.733333333333333,2AD5Cl-3Cl,10.0,0
261,0.30074796,0.0968864,8.733333333333333,2AD5Cl-3Cl,10.0,0
262,0.3048217,0.09328219,8.733333333333333,2AD5Cl-3Cl,10.0,0
263,0.2798085,0.10630371,8.733333333333333,2AD5Cl-3Cl,10.0,0
264,0.14396918,0.2183281,8.733333333333333,2AD5Cl-3Cl,10.0,0
265,0.27037513,0.11365804,8.733333333333333,2AD5Cl-3Cl,10.0,0
266,0.112614185,0.2449969,8.733333333333333,2AD5Cl-3Cl,10.0,0
267,0.02672112,0.43563485,8.733333333333333,2AD5Cl-3Cl,10.0,0
268,0.23427695,0.13949496,8.733333333333333,2AD5Cl-3Cl,10.0,0
269,0.23887175,0.13758796,8.733333333333333,2AD5Cl-3Cl,10.0,0
270,0.18439662,0.6058774,8.733333333333333,2AD5Cl-3Cl,10.0,0
271,0.011616468,0.4417655,8.733333333333333,2AD5Cl-3Cl,10.0,0
272,0.10660964,0.24988163,8.733333333333333,2AD5Cl-3Cl,10.0,0
273,0.1007162,0.6277052,8.733333333333333,2AD5Cl-3Cl,10.0,0
274,0.007958949,0.4875086,8.733333333333333,2AD5Cl-3Cl,10.0,1
275,0.16000617,0.20076776,8.733333333333333,2AD5Cl-3Cl,10.0,1
276,0.22580317,0.1471416,8.733333333333333,2AD5Cl-3Cl,10.0,1
277,0.2400339,0.13405314,8.733333333333333,2AD5Cl-3Cl,10.0,1
278,0.2699904,0.11130999,8.733333333333333,2AD5Cl-3Cl,10.0,1
279,0.29512614,0.09828007,8.733333333333333,2AD5Cl-3Cl,10.0,1
280,0.31345192,0.09243056,8.733333333333333,2AD5Cl-3Cl,10.0,1
281,0.30960765,0.09272358,8.733333333333333,2AD5Cl-3Cl,10.0,1
282,0.17768049,0.19048141,8.733333333333333,2AD5Cl-3Cl,10.0,1
283,0.1361947,0.22887641,8.733333333333333,2AD5Cl-3Cl,10.0,1
284,0.14109051,0.21620779,8.733333333333333,2AD5Cl-3Cl,10.0,1
285,0.29975313,0.09604341,8.733333333333333,2AD5Cl-3Cl,10.0,1
286,0.05433452,0.58163536,8.733333333333333,2AD5Cl-3Cl,10.0,1
287,0.13223058,0.22408317,8.733333333333333,2AD5Cl-3Cl,10.0,1
288,0.2545857,0.12473057,8.733333333333333,2AD5Cl-3Cl,10.0,1
289,0.10408437,0.2560212,8.733333333333333,2AD5Cl-3Cl,10.0,1
290,0.253244,0.12604235,8.733333333333333,2AD5Cl-3Cl,10.0,1
291,0.01159811,0.44635603,8.733333333333333,2AD5Cl-3Cl,10.0,1
292,0.2587349,0.12373915,8.733333333333333,2AD5Cl-3Cl,10.0,1
293,0.2503526,0.12633747,8.733333333333333,2AD5Cl-3Cl,10.0,1
294,0.27763265,0.109025344,8.733333333333333,2AD5Cl-3Cl,10.0,1
295,0.26676172,0.11507371,8.733333333333333,2AD5Cl-3Cl,10.0,1
296,0.29527578,0.09875837,8.733333333333333,2AD5Cl-3Cl,10.0,1
297,0.246178,0.13121282,8.733333333333333,2AD5Cl-3Cl,10.0,1
298,0.2707036,0.110631615,8.733333333333333,2AD5Cl-3Cl,10.0,1
299,0.29718748,0.09613559,8.733333333333333,2AD.5OMe-3Cl,0.01,0
300,0.1400258,0.2186521,8.733333333333333,2AD.5OMe-3Cl,0.01,0
301,0.022195876,0.43719628,8.733333333333333,2AD.5OMe-3Cl,0.01,0
302,0.27368432,0.110346004,8.733333333333333,2AD.5OMe-3Cl,0.01,0
303,0.02750945,0.34239826,8.733333333333333,2AD.5OMe-3Cl,0.01,0
304,0.028023958,0.4077387,8.733333333333333,2AD.5OMe-3Cl,0.01,0
305,0.28124115,0.107106805,8.733333333333333,2AD.5OMe-3Cl,0.01,0
306,0.08062583,0.29063463,8.733333333333333,2AD.5OMe-3Cl,0.01,0
307,0.18155605,0.18699612,8.733333333333333,2AD.5OMe-3Cl,0.01,0
308,0.11108324,0.62839794,8.733333333333333,2AD.5OMe-3Cl,0.01,0
309,0.25969547,0.12011902,8.733333333333333,2AD.5OMe-3Cl,0.01,0
310,0.31743634,0.088548094,8.733333333333333,2AD.5OMe-3Cl,0.01,0
311,0.07072884,0.28132862,8.733333333333333,2AD.5OMe-3Cl,0.01,0
312,0.25816745,0.6434668,8.733333333333333,2AD.5OMe-3Cl,0.01,0
313,0.03790438,0.5541356,8.733333333333333,2AD.5OMe-3Cl,0.01,0
314,0.2934842,0.10022569,8.733333333333333,2AD.5OMe-3Cl,0.01,0
315,0.279736,0.10730913,8.733333333333333,2AD.5OMe-3Cl,0.01,0
316,0.031210184,0.3454521,8.733333333333333,2AD.5OMe-3Cl,0.01,0
317,0.121130586,0.6384884,8.733333333333333,2AD.5OMe-3Cl,0.01,0
318,0.24591932,0.13085778,8.733333333333333,2AD.5OMe-3Cl,0.01,0
319,0.074026406,0.60703826,8.733333333333333,2AD.5OMe-3Cl,0.01,0
320,0.2032536,0.64580846,8.733333333333333,2AD.5OMe-3Cl,0.01,0
321,0.1510149,0.22422348,8.733333333333333,2AD.5OMe-3Cl,0.01,0
322,0.2963747,0.09920403,8.733333333333333,2AD.5OMe-3Cl,0.01,0
323,0.07886988,0.6020304,8.733333333333333,2AD.5OMe-3Cl,0.01,0
324,0.31003994,0.09095442,8.733333333333333,2AD.5OMe-3Cl,0.01,0
325,0.2357926,0.14156201,8.733333333333333,2AD.5OMe-3Cl,0.01,0
326,0.056990027,0.3208297,8.733333333333333,2AD.5OMe-3Cl,0.01,0
327,0.28822643,0.103481665,8.733333333333333,2AD.5OMe-3Cl,0.01,0
328,0.09899977,0.2560252,8.733333333333333,2AD.5OMe-3Cl,0.01,0
329,0.009245396,0.46370032,8.733333333333333,2AD.5OMe-3Cl,0.01,0
330,0.014247596,0.45165655,8.733333333333333,2AD.5OMe-3Cl,0.01,0
331,0.31572825,0.088508815,8.733333333333333,2AD.5OMe-3Cl,0.01,0
332,0.3224275,0.08587843,8.733333333333333,2AD.5OMe-3Cl,0.01,0
333,0.12860322,0.620962,8.733333333333333,2AD.5OMe-3Cl,0.01,0
334,0.22219786,0.15147713,8.733333333333333,2AD.5OMe-3Cl,0.01,0
335,0.10648131,0.2556969,8.733333333333333,2AD.5OMe-3Cl,0.01,0
336,0.015140474,0.50056356,8.733333333333333,2AD.5OMe-3Cl,0.01,0
337,0.25518024,0.12232256,8.733333333333333,2AD.5OMe-3Cl,0.01,0
