,emb1,emb2,Timestamp,Compound,Compound_Concentration,Growth_Condition_Binary
103,0.018128956,0.025294434,8.733333333333333,2AD5Cl-3Cl,0.1,0
104,0.031676333,-0.00732943,8.733333333333333,2AD5Cl-3Cl,0.1,0
105,0.029438151,0.023012597,8.733333333333333,2AD5Cl-3Cl,0.1,0
106,-0.01677292,-0.009409724,8.733333333333333,2AD5Cl-3Cl,0.1,0
107,-0.025873126,-0.0063962317,8.733333333333333,2AD5Cl-3Cl,0.1,0
108,-0.015053019,-0.004522946,8.733333333333333,2AD5Cl-3Cl,0.1,0
109,0.02149108,0.006814775,8.733333333333333,2AD5Cl-3Cl,0.1,0
110,0.021725941,-0.007885307,8.733333333333333,2AD5Cl-3Cl,0.1,0
111,0.033865318,-0.00078576134,8.733333333333333,2AD5Cl-3Cl,0.1,0
112,0.034390323,0.015064767,8.733333333333333,2AD5Cl-3Cl,0.1,0
113,0.013126264,0.02125051,8.733333333333333,2AD5Cl-3Cl,0.1,0
114,0.024443714,0.028987393,8.733333333333333,2AD5Cl-3Cl,0.1,0
115,0.022520723,0.028750453,8.733333333333333,2AD5Cl-3Cl,0.1,0
116,0.022065002,0.023462117,8.733333333333333,2AD5Cl-3Cl,0.1,0
117,0.038643993,0.035848536,8.733333333333333,2AD5Cl-3Cl,0.1,0
118,0.010852305,-0.004267294,8.733333333333333,2AD5Cl-3Cl,0.1,0
119,0.010252677,-0.0005446497,8.733333333333333,2AD5Cl-3Cl,0.1,0
120,0.028890297,0.014092407,8.733333333333333,2AD5Cl-3Cl,0.1,0
121,0.0344404,0.04095576,8.733333333333333,2AD5Cl-3Cl,0.1,0
122,0.024763564,0.010440582,8.733333333333333,2AD5Cl-3Cl,0.1,0
123,0.015819957,0.015509257,8.733333333333333,2AD5Cl-3Cl,0.1,0
124,0.037097313,0.03163734,8.733333333333333,2AD5Cl-3Cl,0.1,0
125,0.032009833,0.0371466,8.733333333333333,2AD5Cl-3Cl,0.1,0
126,-0.014396836,-0.0065093613,8.733333333333333,2AD5Cl-3Cl,0.1,1
127,-0.01643351,-0.01145176,8.733333333333333,2AD5Cl-3Cl,0.1,1
128,0.027309824,0.014082256,8.733333333333333,2AD5Cl-3Cl,0.1,1
129,0.025901694,0.027492346,8.733333333333333,2AD5Cl-3Cl,0.1,1
130,0.010261463,0.013437496,8.733333333333333,2AD5Cl-3Cl,0.1,1
131,0.030056939,0.020109119,8.733333333333333,2AD5Cl-3Cl,0.1,1
132,0.033862464,-0.009636631,8.733333333333333,2AD5Cl-3Cl,0.1,1
133,-0.03072254,-0.0086605055,8.733333333333333,2AD5Cl-3Cl,0.1,1
134,0.008842236,-0.014345503,8.733333333333333,2AD5Cl-3Cl,0.1,1
135,0.021801699,0.040030308,8.733333333333333,2AD5Cl-3Cl,0.1,1
136,0.012084886,0.0066109714,8.733333333333333,2AD5Cl-3Cl,0.1,1
137,-0.013114921,-0.0115641225,8.733333333333333,2AD5Cl-3Cl,0.1,1
138,-0.020565212,-0.010513428,8.733333333333333,2AD5Cl-3Cl,0.1,1
139,0.023060374,0.009980954,8.733333333333333,2AD5Cl-3Cl,0.1,1
140,0.010120238,0.02518156,8.733333333333333,2AD5Cl-3Cl,0.1,1
141,0.0343474,0.030678516,8.733333333333333,2AD5Cl-3Cl,0.1,1
142,0.038024064,0.036649816,8.733333333333333,2AD5Cl-3Cl,0.1,1
143,-0.01795525,-0.012080432,8.733333333333333,2AD5Cl-3Cl,0.1,1
144,-0.016254818,-0.0056241057,8.733333333333333,2AD5Cl-3Cl,0.1,1
145,0.032941017,0.019661684,8.733333333333333,2AD5Cl-3Cl,0.1,1
146,0.048514638,0.023568759,8.733333333333333,2AD5Cl-3Cl,0.1,1
147,-0.025385018,-0.011387035,8.733333333333333,2AD5Cl-3Cl,0.1,1
148,-0.00023799624,0.008583954,8.733333333333333,2AD5Cl-3Cl,0.1,1
149,-0.002627188,0.00933419,8.733333333333333,2AD5Cl-3Cl,0.1,1
150,0.018227676,0.0235425,8.733333333333333,2AD5Cl-3Cl,0.1,1
151,-0.015371958,-0.008574603,8.733333333333333,2AD5Cl-3Cl,0.1,1
152,-0.0039233216,-0.0032418913,8.733333333333333,2AD5Cl-3Cl,0.1,1
153,0.01021226,-0.010899338,8.733333333333333,2AD5Cl-3Cl,0.1,1
154,0.022471584,0.019436646,8.733333333333333,2AD5Cl-3Cl,0.1,1
155,0.010114158,0.008910663,8.733333333333333,2AD5Cl-3Cl,1.0,0
156,0.0227942,0.024626173,8.733333333333333,2AD5Cl-3Cl,1.0,0
157,0.025999866,-0.0070768343,8.733333333333333,2AD5Cl-3Cl,1.0,0
158,0.032109115,0.028420996,8.733333333333333,2AD5Cl-3Cl,1.0,0
159,0.028650016,-0.005621938,8.733333333333333,2AD5Cl-3Cl,1.0,0
160,0.03974353,0.00370996,8.733333333333333,2AD5Cl-3Cl,1.0,0
161,0.035404086,-0.004384703,8.733333333333333,2AD5Cl-3Cl,1.0,0
162,0.034220103,-0.0013423775,8.733333333333333,2AD5Cl-3Cl,1.0,0
163,0.02126213,0.0036573487,8.733333333333333,2AD5Cl-3Cl,1.0,0
164,0.0053015226,0.018293038,8.733333333333333,2AD5Cl-3Cl,1.0,0
165,-0.029487407,-0.0007331803,8.733333333333333,2AD5Cl-3Cl,1.0,0
166,-0.01276359,-0.008751068,8.733333333333333,2AD5Cl-3Cl,1.0,0
167,0.04106672,0.021064328,8.733333333333333,2AD5Cl-3Cl,1.0,0
168,0.024853554,0.038532086,8.733333333333333,2AD5Cl-3Cl,1.0,0
169,0.02612166,0.031842098,8.733333333333333,2AD5Cl-3Cl,1.0,0
170,0.035593424,0.017811429,8.733333333333333,2AD5Cl-3Cl,1.0,0
171,0.031093907,0.016705634,8.733333333333333,2AD5Cl-3Cl,1.0,0
172,-0.015905261,-0.013336645,8.733333333333333,2AD5Cl-3Cl,1.0,0
173,-0.01239987,-0.011290262,8.733333333333333,2AD5Cl-3Cl,1.0,0
174,-0.02811825,-0.0026355356,8.733333333333333,2AD5Cl-3Cl,1.0,0
175,0.016315553,0.00053327007,8.733333333333333,2AD5Cl-3Cl,1.0,0
176,0.03102804,0.029769935,8.733333333333333,2AD5Cl-3Cl,1.0,0
177,0.02783589,0.028097503,8.733333333333333,2AD5Cl-3Cl,1.0,0
178,0.024622269,0.019277371,8.733333333333333,2AD5Cl-3Cl,1.0,0
179,-0.028966526,-0.0020709299,8.733333333333333,2AD5Cl-3Cl,1.0,0
180,-0.013042913,0.0076990183,8.733333333333333,2AD5Cl-3Cl,1.0,0
181,-0.017064165,-0.0070183882,8.733333333333333,2AD5Cl-3Cl,1.0,0
182,0.021280274,0.018494472,8.733333333333333,2AD5Cl-3Cl,1.0,0
183,0.035064545,0.018019553,8.733333333333333,2AD5Cl-3Cl,1.0,0
184,0.039668884,0.018021988,8.733333333333333,2AD5Cl-3Cl,1.0,0
185,0.032569725,0.005231835,8.733333333333333,2AD5Cl-3Cl,1.0,0
186,0.012896086,0.021854714,8.733333333333333,2AD5Cl-3Cl,1.0,0
187,0.01826755,0.014321778,8.733333333333333,2AD5Cl-3Cl,1.0,0
188,0.01737636,0.013921108,8.733333333333333,2AD5Cl-3Cl,1.0,0
189,0.025562631,0.029003268,8.733333333333333,2AD5Cl-3Cl,1.0,0
190,0.02958683,0.026075855,8.733333333333333,2AD5Cl-3Cl,1.0,0
191,0.03503539,0.011234582,8.733333333333333,2AD5Cl-3Cl,1.0,0
192,0.010316362,-0.014553196,8.733333333333333,2AD5Cl-3Cl,1.0,0
193,0.012781775,0.0014044223,8.733333333333333,2AD5Cl-3Cl,1.0,0
194,0.01391895,0.018322857,8.733333333333333,2AD5Cl-3Cl,1.0,0
195,0.025969578,0.019071441,8.733333333333333,2AD5Cl-3Cl,1.0,0
196,0.016087366,0.016368018,8.733333333333333,2AD5Cl-3Cl,1.0,0
197,0.012525937,0.023049658,8.733333333333333,2AD5Cl-3Cl,1.0,0
198,-0.0124724535,-0.0023024674,8.733333333333333,2AD5Cl-3Cl,1.0,1
199,0.04308409,0.018595308,8.733333333333333,2AD5Cl-3Cl,1.0,1
200,0.044944756,0.028359668,8.733333333333333,2AD5Cl-3Cl,1.0,1
201,0.026427394,0.016453976,8.733333333333333,2AD5Cl-3Cl,1.0,1
202,0.02127036,0.022280585,8.733333333333333,2AD5Cl-3Cl,1.0,1
203,0.032319292,-0.006264112,8.733333333333333,2AD5Cl-3Cl,1.0,1
204,0.03721199,0.027580163,8.733333333333333,2AD5Cl-3Cl,1.0,1
205,-0.019754767,-0.0077309245,8.733333333333333,2AD5Cl-3Cl,1.0,1
206,-0.020125603,-0.00979472,8.733333333333333,2AD5Cl-3Cl,1.0,1
207,0.033698726,0.016618162,8.733333333333333,2AD5Cl-3Cl,1.0,1
208,0.0192341,0.02444567,8.733333333333333,2AD5Cl-3Cl,1.0,1
209,0.024449676,0.017219888,8.733333333333333,2AD5Cl-3Cl,1.0,1
210,0.026185611,0.022376984,8.733333333333333,2AD5Cl-3Cl,1.0,1
211,-0.026642023,-0.006765817,8.733333333333333,2AD5Cl-3Cl,1.0,1
212,-0.020755203,-0.008441366,8.733333333333333,2AD5Cl-3Cl,1.0,1
213,0.014277302,0.02708971,8.733333333333333,2AD5Cl-3Cl,1.0,1
214,0.04750046,0.030142976,8.733333333333333,2AD5Cl-3Cl,1.0,1
215,0.045038704,0.020189164,8.733333333333333,2AD5Cl-3Cl,1.0,1
216,-0.030398792,-0.0069628134,8.733333333333333,2AD5Cl-3Cl,1.0,1
217,-0.01953374,-0.011272621,8.733333333333333,2AD5Cl-3Cl,1.0,1
218,-0.024978902,-0.010378295,8.733333333333333,2AD5Cl-3Cl,1.0,1
219,0.043734264,0.03589143,8.733333333333333,2AD5Cl-3Cl,1.0,1
220,0.020086119,0.018819338,8.733333333333333,2AD5Cl-3Cl,1.0,1
221,0.011601709,-0.006875927,8.733333333333333,2AD5Cl-3Cl,1.0,1
222,0.04583288,0.022308229,8.733333333333333,2AD5Cl-3Cl,1.0,1
223,0.0054100533,0.013134014,8.733333333333333,2AD5Cl-3Cl,1.0,1
224,0.028508823,0.009585709,8.733333333333333,2AD5Cl-3Cl,1.0,1
225,0.028427657,0.036542706,8.733333333333333,2AD5Cl-3Cl,1.0,1
226,0.02196484,0.013443254,8.733333333333333,2AD5Cl-3Cl,1.0,1
227,-0.01263889,-0.010628334,8.733333333333333,2AD5Cl-3Cl,1.0,1
228,0.022032557,0.03145196,8.733333333333333,2AD5Cl-3Cl,1.0,1
229,0.0027062332,0.0011254379,8.733333333333333,2AD5Cl-3Cl,10.0,0
230,0.02203423,-0.0069208853,8.733333333333333,2AD5Cl-3Cl,10.0,0
231,0.030769348,0.016297152,8.733333333333333,2AD5Cl-3Cl,10.0,0
232,0.0021674852,0.012571776,8.733333333333333,2AD5Cl-3Cl,10.0,0
233,0.035736393,-0.004520143,8.733333333333333,2AD5Cl-3Cl,10.0,0
234,0.013652816,0.023868404,8.733333333333333,2AD5Cl-3Cl,10.0,0
235,0.02515812,0.019368108,8.733333333333333,2AD5Cl-3Cl,10.0,0
236,0.025956318,0.022340674,8.733333333333333,2AD5Cl-3Cl,10.0,0
237,0.0246482,-0.011520462,8.733333333333333,2AD5Cl-3Cl,10.0,0
238,0.018755468,0.012480139,8.733333333333333,2AD5Cl-3Cl,10.0,0
239,0.027505204,0.0061249216,8.733333333333333,2AD5Cl-3Cl,10.0,0
240,-0.030978186,-0.0064759525,8.733333333333333,2AD5Cl-3Cl,10.0,0
241,-0.022369321,-0.0018827086,8.733333333333333,2AD5Cl-3Cl,10.0,0
242,0.025992557,0.014240669,8.733333333333333,2AD5Cl-3Cl,10.0,0
243,0.031892817,0.024453966,8.733333333333333,2AD5Cl-3Cl,10.0,0
244,0.026365593,0.023391234,8.733333333333333,2AD5Cl-3Cl,10.0,0
245,0.027165676,-0.008172878,8.733333333333333,2AD5Cl-3Cl,10.0,0
246,0.031297218,0.01298805,8.733333333333333,2AD5Cl-3Cl,10.0,0
247,-0.010419905,-0.010506238,8.733333333333333,2AD5Cl-3Cl,10.0,0
248,-0.015174045,-0.008045857,8.733333333333333,2AD5Cl-3Cl,10.0,0
249,-0.025886487,-0.0021500809,8.733333333333333,2AD5Cl-3Cl,10.0,0
250,0.0160105,0.0029967674,8.733333333333333,2AD5Cl-3Cl,10.0,0
251,0.018696826,0.021515926,8.733333333333333,2AD5Cl-3Cl,10.0,0
252,0.0121470615,0.019740535,8.733333333333333,2AD5Cl-3Cl,10.0,0
253,0.02940373,0.018141752,8.733333333333333,2AD5Cl-3Cl,10.0,0
254,0.031529646,0.011985071,8.733333333333333,2AD5Cl-3Cl,10.0,0
255,-0.010619546,-0.010802605,8.733333333333333,2AD5Cl-3Cl,10.0,0
256,-0.017076027,-0.013283302,8.733333333333333,2AD5Cl-3Cl,10.0,0
257,-0.022035968,-0.012465743,8.733333333333333,2AD5Cl-3Cl,10.0,0
258,0.007831264,0.020915326,8.733333333333333,2AD5Cl-3Cl,10.0,0
259,0.022144461,0.014517554,8.733333333333333,2AD5Cl-3Cl,10.0,0
260,0.03249681,0.0063496986,8.733333333333333,2AD5Cl-3Cl,10.0,0
261,0.027270885,0.0040961793,8.733333333333333,2AD5Cl-3Cl,10.0,0
262,0.0074751605,-0.0142976595,8.733333333333333,2AD5Cl-3Cl,10.0,0
263,0.023539295,-0.025068212,8.733333333333333,2AD5Cl-3Cl,10.0,0
264,0.033419594,0.02496424,8.733333333333333,2AD5Cl-3Cl,10.0,0
265,0.034677424,0.033851042,8.733333333333333,2AD5Cl-3Cl,10.0,0
266,0.01967189,0.021891765,8.733333333333333,2AD5Cl-3Cl,10.0,0
267,0.011135677,-0.009652777,8.733333333333333,2AD5Cl-3Cl,10.0,0
268,0.012411169,-0.0009288974,8.733333333333333,2AD5Cl-3Cl,10.0,0
269,0.014458189,0.017577842,8.733333333333333,2AD5Cl-3Cl,10.0,0
270,0.019246632,0.019100374,8.733333333333333,2AD5Cl-3Cl,10.0,0
271,0.031595822,0.027937371,8.733333333333333,2AD5Cl-3Cl,10.0,0
272,0.012960324,0.027402785,8.733333333333333,2AD5Cl-3Cl,10.0,0
273,0.020696178,0.0074616806,8.733333333333333,2AD5Cl-3Cl,10.0,0
274,-0.0134426,-0.017752206,8.733333333333333,2AD5Cl-3Cl,10.0,1
275,0.0243334,0.032473568,8.733333333333333,2AD5Cl-3Cl,10.0,1
276,0.016914314,-0.012361914,8.733333333333333,2AD5Cl-3Cl,10.0,1
277,-0.007590023,-0.01365475,8.733333333333333,2AD5Cl-3Cl,10.0,1
278,-0.024417214,-0.005245747,8.733333333333333,2AD5Cl-3Cl,10.0,1
279,0.033261072,0.030259205,8.733333333333333,2AD5Cl-3Cl,10.0,1
280,-0.016785366,-0.007017618,8.733333333333333,2AD5Cl-3Cl,10.0,1
281,0.003366721,-0.01273916,8.733333333333333,2AD5Cl-3Cl,10.0,1
282,0.049538948,0.016980086,8.733333333333333,2AD5Cl-3Cl,10.0,1
283,0.032992333,0.033128776,8.733333333333333,2AD5Cl-3Cl,10.0,1
284,0.024584504,0.021272177,8.733333333333333,2AD5Cl-3Cl,10.0,1
285,0.03139085,0.02586835,8.733333333333333,2AD5Cl-3Cl,10.0,1
286,0.024371613,0.0035982735,8.733333333333333,2AD5Cl-3Cl,10.0,1
287,-0.025277888,-0.002871872,8.733333333333333,2AD5Cl-3Cl,10.0,1
288,-0.016769387,-0.011092374,8.733333333333333,2AD5Cl-3Cl,10.0,1
289,0.026560338,0.019495606,8.733333333333333,2AD5Cl-3Cl,10.0,1
290,0.021811834,0.019119734,8.733333333333333,2AD5Cl-3Cl,10.0,1
291,0.0025545736,-0.009161575,8.733333333333333,2AD5Cl-3Cl,10.0,1
292,0.04114604,0.03277795,8.733333333333333,2AD5Cl-3Cl,10.0,1
293,0.019891264,0.023978632,8.733333333333333,2AD5Cl-3Cl,10.0,1
294,0.045366853,0.033131123,8.733333333333333,2AD5Cl-3Cl,10.0,1
295,0.036620386,0.030966287,8.733333333333333,2AD5Cl-3Cl,10.0,1
296,0.04282911,0.032556776,8.733333333333333,2AD5Cl-3Cl,10.0,1
297,-0.008096298,-0.006887888,8.733333333333333,2AD5Cl-3Cl,10.0,1
298,0.011494225,0.0065667406,8.733333333333333,2AD5Cl-3Cl,10.0,1
299,-0.012110579,0.008390809,8.733333333333333,2AD.5OMe-3Cl,0.01,0
300,0.0074639036,0.011425616,8.733333333333333,2AD.5OMe-3Cl,0.01,0
301,0.024327071,0.0030301174,8.733333333333333,2AD.5OMe-3Cl,0.01,0
302,0.009526396,0.0040599653,8.733333333333333,2AD.5OMe-3Cl,0.01,0
303,0.034183055,0.020980313,8.733333333333333,2AD.5OMe-3Cl,0.01,0
304,0.024145799,0.009801256,8.733333333333333,2AD.5OMe-3Cl,0.01,0
305,0.0323416,0.033369895,8.733333333333333,2AD.5OMe-3Cl,0.01,0
306,0.025563076,-0.011307164,8.733333333333333,2AD.5OMe-3Cl,0.01,0
307,0.033920344,0.01854474,8.733333333333333,2AD.5OMe-3Cl,0.01,0
308,0.021195605,0.0187527,8.733333333333333,2AD.5OMe-3Cl,0.01,0
309,-0.028655829,-0.0073355157,8.733333333333333,2AD.5OMe-3Cl,0.01,0
310,-0.0052952594,-0.009402367,8.733333333333333,2AD.5OMe-3Cl,0.01,0
311,0.013001106,0.039420944,8.733333333333333,2AD.5OMe-3Cl,0.01,0
312,0.021531267,0.02611286,8.733333333333333,2AD.5OMe-3Cl,0.01,0
313,0.020667827,0.028318036,8.733333333333333,2AD.5OMe-3Cl,0.01,0
314,0.040163584,0.021883909,8.733333333333333,2AD.5OMe-3Cl,0.01,0
315,0.004801768,0.014376034,8.733333333333333,2AD.5OMe-3Cl,0.01,0
316,-0.031345088,-0.004783998,8.733333333333333,2AD.5OMe-3Cl,0.01,0
317,-0.01397629,-0.010207108,8.733333333333333,2AD.5OMe-3Cl,0.01,0
318,-0.020922612,-0.0074051693,8.733333333333333,2AD.5OMe-3Cl,0.01,0
319,0.03605389,0.027655046,8.733333333333333,2AD.5OMe-3Cl,0.01,0
320,0.020204563,0.028391963,8.733333333333333,2AD.5OMe-3Cl,0.01,0
321,0.027507773,0.023379436,8.733333333333333,2AD.5OMe-3Cl,0.01,0
322,0.030332286,-0.0019528795,8.733333333333333,2AD.5OMe-3Cl,0.01,0
323,0.017076593,0.020201935,8.733333333333333,2AD.5OMe-3Cl,0.01,0
324,-0.028823813,-0.0030831338,8.733333333333333,2AD.5OMe-3Cl,0.01,0
325,-0.016155094,-0.011430315,8.733333333333333,2AD.5OMe-3Cl,0.01,0
326,-0.01611122,-0.010431099,8.733333333333333,2AD.5OMe-3Cl,0.01,0
327,0.019690981,0.0050280695,8.733333333333333,2AD.5OMe-3Cl,0.01,0
328,0.02262587,0.02309988,8.733333333333333,2AD.5OMe-3Cl,0.01,0
329,0.0300258,0.02960562,8.733333333333333,2AD.5OMe-3Cl,0.01,0
330,0.031647287,0.012686635,8.733333333333333,2AD.5OMe-3Cl,0.01,0
